month_number,years,year_number,month_in_year,monthly_rent,cumulative_rent,cumulative_buying_costs,monthly_payment,monthly_interest,cumulative_principal_remaining,cumulative_equity,cumulative_payment,cumulative_interest,house_value,cumulative_appreciation,cumulative_depreceation,house_value_yearly,monthly_utilities,cumulative_utilities,monthly_property_tax,cumulative_property_tax,monthly_maintenance,cumulative_maintenance,cumulative_selling_costs,cumulative_rent_cost,cumulative_home_cost
225,18.75,19,9,2174.4252351386576,409025.64255308197,8000,738.9715764168783,165.13341320485645,48966.185798244915,101033.81420175509,166268.60469379762,75234.79049204232,217442.52351386577,67442.52351386577,-67442.52351386577,218521.6758791698,434.88504702773156,81805.1285106164,455.2534914149371,85999.37627169664,579.8467293703087,109073.50468082186,15220.976645970606,409025.64255308197,307891.25308728206
226,18.833333333333332,19,10,2178.016475199436,411203.6590282814,8000,738.9715764168783,163.22061932748306,48390.43484115552,101609.56515884449,167007.5762702145,75398.0111113698,217801.6475199436,67801.6475199436,-67801.6475199436,218521.6758791698,435.6032950398872,82240.73180565628,455.2534914149371,86454.62976311157,580.8043933865163,109654.30907420837,15246.115326396051,411203.6590282814,309192.1495607985
227,18.916666666666668,19,11,2181.6136464851493,413385.27267476654,8000,738.9715764168783,161.3014494705184,47812.76471420916,102187.23528579084,167746.54784663138,75559.31256084032,218161.36464851495,68161.36464851495,-68161.36464851495,218521.6758791698,436.32272929702987,82677.0545349533,455.2534914149371,86909.88325452652,581.7636390627065,110236.07271327109,15271.295525396046,413385.27267476654,310492.2539404723
228,19,19,12,2185.2167587916983,415570.48943355825,8000,738.9715764168783,159.37588238069722,47233.16902017298,102766.83097982702,168485.51942304824,75718.68844322102,218521.6758791698,68521.67587916981,-68521.67587916981,218521.6758791698,437.0433517583396,83114.09788671165,455.2534914149371,87365.13674594145,582.7244690111195,110818.7971822822,15296.517311541887,415570.48943355825,311791.5616905284
229,19.083333333333332,20,1,2188.8258219311615,417759.31525548943,8000,738.9715764168783,157.44389673390995,46651.64134049001,103348.35865950999,169224.49099946514,75876.13233995493,218882.58219311613,68882.58219311613,-68882.58219311613,222892.10939675322,437.7651643862323,83551.86305109788,464.3585612432359,87829.49530718468,583.6868858483097,111402.4840681305,15321.78075351813,417759.31525548943,313099.17332677
230,19.166666666666668,20,2,2192.4408457318227,419951.75610122125,8000,738.9715764168783,155.5054711349667,46068.175235208095,103931.8247647919,169963.462575882,76031.6378110899,219244.08457318228,69244.08457318228,-69244.08457318228,222892.10939675322,438.48816914636456,83990.35122024425,464.3585612432359,88293.85386842792,584.6508921951528,111987.13496032567,15347.08592012276,419951.75610122125,314405.9792070282
231,19.25,20,3,2196.0618400381995,422147.8179412594,8000,738.9715764168783,153.56058411736032,45482.764242908575,104517.23575709143,170702.4341522989,76185.19839520725,219606.18400381994,69606.18400381994,-69606.18400381994,222892.10939675322,439.2123680076399,84429.56358825188,464.3585612432359,88758.21242967116,585.6164906768532,112572.75145100252,15372.432880267395,422147.8179412594,315711.97474058025
232,19.333333333333332,20,4,2199.688814711067,424347.50675597053,8000,738.9715764168783,151.6092141430286,44895.40188063472,105104.59811936528,171441.40572871576,76336.80760935028,219968.88147110672,69968.88147110672,-69968.88147110672,222892.10939675322,439.93776294221345,84869.5013511941,464.3585612432359,89222.57099091439,586.5836839229512,113159.33513492547,15397.82170297747,424347.50675597053,317017.15531825495
233,19.416666666666668,20,5,2203.321779627487,426550.828535598,8000,738.9715764168783,149.65133960211574,44306.08164381996,105693.91835618005,172180.37730513263,76486.4589489524,220332.1779627487,70332.17796274871,-70332.17796274871,222892.10939675322,440.6643559254974,85310.1657071196,464.3585612432359,89686.92955215763,587.5524745673299,113746.8876094928,15423.25245739241,426550.828535598,318321.5163123661
234,19.5,20,6,2206.960744680833,428757.78928027884,8000,738.9715764168783,147.68693881273322,43714.79700621581,106285.20299378419,172919.34888154952,76634.14588776513,220696.0744680833,70696.0744680833,-70696.0744680833,222892.10939675322,441.3921489361666,85751.55785605576,464.3585612432359,90151.28811340086,588.5228652482222,114335.41047474102,15448.725212765832,428757.78928027884,319625.0530766453
235,19.583333333333332,20,7,2210.6057197808195,430968.3950000596,8000,738.9715764168783,145.71599002071937,43121.54141981965,106878.45858018035,173658.3204579664,76779.86187778585,221060.57197808198,71060.57197808198,-71060.57197808198,222892.10939675322,442.1211439561639,86193.67900001194,464.3585612432359,90615.6466746441,589.4948586082186,114924.90533334923,15474.24003846574,430968.3950000596,320927.76094617485
236,19.666666666666668,20,8,2214.2567148535277,433182.6517149132,8000,738.9715764168783,143.73847139939886,42526.30831480217,107473.69168519783,174397.29203438328,76923.60034918525,221425.67148535274,71425.67148535274,-71425.67148535274,222892.10939675322,442.8513429707055,86636.53034298263,464.3585612432359,91080.00523588734,590.468457294274,115515.37379064351,15499.79700397469,433182.6517149132,322229.6352373207
237,19.75,20,9,2217.913739841431,435400.56545475463,8000,738.9715764168783,141.75436104934056,41929.09109943463,108070.90890056538,175136.26361080015,77065.35471023459,221791.37398414308,71791.37398414308,-71791.37398414308,222892.10939675322,443.5827479682862,87080.11309095092,464.3585612432359,91544.36379713057,591.4436639577149,116106.81745460123,15525.396178890014,435400.56545475463,323530.67124766426
238,19.833333333333332,20,10,2221.576804703425,437622.142259458,8000,738.9715764168783,139.76363699811543,41329.88316001586,108670.11683998414,175875.23518721704,77205.11834723271,222157.68047034246,72157.68047034246,-72157.68047034246,222892.10939675322,444.3153609406849,87524.42845189161,464.3585612432359,92008.72235837381,592.4204812542466,116699.23793585548,15551.037632923972,437622.142259458,324830.8642559351
239,19.916666666666668,20,11,2225.245919414853,439847.3881788729,8000,738.9715764168783,137.76627720005288,40728.677860799035,109271.32213920096,176614.2067636339,77342.88462443276,222524.59194148527,72524.59194148527,-72524.59194148527,222892.10939675322,445.0491838829705,87969.47763577457,464.3585612432359,92473.08091961704,593.3989118439607,117292.63684769944,15576.72143590397,439847.3881788729,326130.20952194254
240,20,20,12,2228.921093967532,442076.30927284044,8000,738.9715764168783,135.7622595359968,40125.46854391815,109874.53145608185,177353.1783400508,77478.64688396876,222892.10939675322,72892.10939675322,-72892.10939675322,222892.10939675322,445.78421879350645,88415.26185456809,464.3585612432359,92937.43948086028,594.3789583913419,117887.01580609079,15602.447657772726,442076.30927284044,327428.7022865074
241,20.083333333333332,21,1,2232.6023383697843,444308.9116112102,8000,738.9715764168783,133.7515618130605,39520.24852931433,110479.75147068567,178092.14991646766,77612.39844578182,223260.23383697844,73260.23383697844,-73260.23383697844,227349.95158468827,446.5204676739569,88861.78232224204,473.64573246810056,93411.08521332838,595.3606235652759,118482.37642965605,15628.216368588492,444308.9116112102,328735.6249426183
242,20.166666666666668,21,2,2236.2896626464594,446545.2012738567,8000,738.9715764168783,131.73416176438113,38913.01111466184,111086.98888533816,178831.12149288456,77744.1326075462,223628.96626464595,73628.96626464595,-73628.96626464595,227349.95158468827,447.25793252929185,89309.04025477133,473.64573246810056,93884.73094579649,596.3439100390558,119078.72033969511,15654.027638525215,446545.2012738567,330041.68552168837
243,20.25,21,3,2239.9830768389634,448785.18435069564,8000,738.9715764168783,129.7100370488728,38303.74957529383,111696.25042470617,179570.09306930142,77873.84264459508,223998.30768389636,73998.30768389636,-73998.30768389636,227349.95158468827,447.99661536779274,89757.03687013913,473.64573246810056,94358.37667826458,597.3288204903903,119676.0491601855,15679.881537872747,448785.18435069564,331346.8792071607
244,20.333333333333332,21,4,2243.6825910052885,451028.8669417009,8000,738.9715764168783,127.67916525097942,37692.457164127925,112307.54283587207,180309.06464571832,78001.52180984605,224368.25910052884,74368.25910052884,-74368.25910052884,227349.95158468827,448.7365182010577,90205.77338834018,473.64573246810056,94832.02241073268,598.3153576014103,120274.3645177869,15705.778137037018,451028.8669417009,332651.201163214
245,20.416666666666668,21,5,2247.3882152200367,453276.25515692093,8000,738.9715764168783,125.64152388042642,37079.12711159147,112920.87288840853,181048.03622213518,78127.16333372648,224738.82152200368,74738.82152200368,-74738.82152200368,227349.95158468827,449.4776430440073,90655.25103138419,473.64573246810056,95305.66814320079,599.3035240586764,120873.6680418456,15731.717506540257,453276.25515692093,333954.64653469366
246,20.5,21,6,2251.0999595744497,455527.3551164954,8000,738.9715764168783,123.59709037197157,36463.752625546564,113536.24737445344,181787.00779855205,78250.76042409845,225109.99595744497,75109.99595744497,-75109.99595744497,227349.95158468827,450.21999191488993,91105.47102329908,473.64573246810056,95779.31387566889,600.2933225531866,121473.96136439877,15757.699717021149,455527.3551164954,335257.2104470413
247,20.583333333333332,21,7,2254.817834176436,457782.1729506718,8000,738.9715764168783,121.54584208515521,35846.32689121484,114153.67310878515,182525.97937496894,78372.3062661836,225481.7834176436,75481.7834176436,-75481.7834176436,227349.95158468827,450.9635668352872,91556.43459013436,473.64573246810056,96252.95960813698,601.284755780383,122075.24612017916,15783.724839235052,457782.1729506718,336558.8880062256
248,20.666666666666668,21,8,2258.5418491505984,460040.7147998224,8000,738.9715764168783,119.48775630404948,35226.84307110201,114773.15692889798,183264.9509513858,78491.79402248765,225854.18491505983,75854.18491505983,-75854.18491505983,227349.95158468827,451.70836983011964,92008.14295996449,473.64573246810056,96726.60534060509,602.2778264401595,122677.52394661932,15809.792944054188,460040.7147998224,337859.6742986709
249,20.75,21,9,2262.27201463826,462302.9868144607,8000,738.9715764168783,117.42281023700671,34605.294304922136,115394.70569507786,184003.9225278027,78609.21683272466,226227.20146382597,76227.20146382597,-76227.20146382597,227349.95158468827,452.4544029276519,92460.59736289213,473.64573246810056,97200.25107307319,603.2725372368692,123280.79648385619,15835.904102467817,462302.9868144607,339159.56439118803
250,20.833333333333332,21,10,2266.0083407974935,464568.99515525816,8000,738.9715764168783,115.35098101640713,33981.67370952167,116018.32629047833,184742.89410421957,78724.56781374106,226600.83407974933,76600.83407974933,-76600.83407974933,227349.95158468827,453.20166815949864,92913.79903105163,473.64573246810056,97673.89680554128,604.2688908793315,123885.06537473551,15862.058385582452,464568.99515525816,340458.5533309026
251,20.916666666666668,21,11,2269.75083780315,466838.74599306134,8000,738.9715764168783,113.27224569840557,33355.97437880319,116644.02562119681,185481.86568063646,78837.84005943948,226975.08378031498,76975.08378031498,-76975.08378031498,227349.95158468827,453.95016756062995,93367.74919861226,473.64573246810056,98147.5425380094,605.2668900808399,124490.33226481636,15888.255864622048,466838.74599306134,341756.6361451846
252,21,21,12,2273.499515846883,469112.24550890824,8000,738.9715764168783,111.18658126267731,32728.18938364899,117271.81061635101,186220.83725705332,78949.02664070214,227349.95158468827,77349.95158468827,-77349.95158468827,227349.95158468827,454.69990316937657,93822.44910178165,473.64573246810056,98621.18827047749,606.2665375591688,125096.59880237552,15914.496610928178,469112.24550890824,343053.80784157675
253,21.083333333333332,22,1,2277.25438513718,471389.4998940454,8000,738.9715764168783,109.0939646121633,32098.311771844274,117901.68822815572,186959.80883347022,79058.12060531431,227725.43851371805,77725.43851371805,-77725.43851371805,231896.95061638206,455.4508770274361,94277.89997880907,483.1186471174626,99104.30691759495,607.2678360365815,125703.8666384121,15940.780695960264,471389.4998940454,344359.5363223726
254,21.166666666666668,22,2,2281.0154558993886,473670.51534994476,8000,738.9715764168783,106.99437257281426,31466.33456800021,118533.66543199979,187698.78040988708,79165.11497788712,228101.54558993885,78101.54558993885,-78101.54558993885,231896.95061638206,456.20309117987773,94734.10306998895,483.1186471174626,99587.42556471241,608.270788239837,126312.13742665194,15967.10819129572,473670.51534994476,345664.3436405973
255,21.25,22,3,2284.782738375743,475955.29808832053,8000,738.9715764168783,104.88778189333404,30832.250773476662,119167.74922652333,188437.75198630398,79270.00275978046,228478.2738375743,78478.27383757429,-78478.27383757429,231896.95061638206,456.95654767514856,95191.05961766411,483.1186471174626,100070.54421182988,609.2753969001981,126921.41282355215,15993.4791686302,475955.29808832053,346968.2247438825
256,21.333333333333332,22,4,2288.556242825394,478243.85433114594,8000,738.9715764168783,102.77416924492222,30196.053366304706,119803.94663369529,189176.72356272084,79372.77692902538,228855.62428253941,78855.62428253941,-78855.62428253941,231896.95061638206,457.7112485650788,95648.77086622918,483.1186471174626,100553.66285894734,610.2816647534385,127531.69448830558,16019.89369977776,478243.85433114594,348271.1745597458
257,21.416666666666668,22,5,2292.3359795244373,480536.19031067035,8000,738.9715764168783,100.65351122101569,29557.73530110884,120442.26469889116,189915.6951391377,79473.4304402464,229233.59795244376,79233.59795244376,-79233.59795244376,231896.95061638206,458.4671959048875,96107.23806213407,483.1186471174626,101036.7815060648,611.28959453985,128142.98408284543,16046.351856671065,480536.19031067035,349573.18799551803
258,21.5,22,6,2296.121958765939,482832.3122694363,8000,738.9715764168783,98.52578433702948,28917.289509028993,121082.710490971,190654.6667155546,79571.95622458342,229612.19587659388,79612.19587659388,-79612.19587659388,231896.95061638206,459.2243917531878,96566.46245388726,483.1186471174626,101519.90015318226,612.2991890042504,128755.28327184968,16072.853711361571,482832.3122694363,350874.2599382703
259,21.583333333333332,22,7,2299.914190859965,485132.22646029625,8000,738.9715764168783,96.39096503009665,28274.70889764221,121725.29110235779,191393.63829197147,79668.34718961352,229991.4190859965,79991.41908599649,-79991.41908599649,231896.95061638206,459.98283817199297,97026.44529205926,483.1186471174626,102003.01880029973,613.3104508959907,129368.59372274567,16099.399336019755,485132.22646029625,352174.3852547415
260,21.666666666666668,22,8,2303.7126861336105,487435.9391464299,8000,738.9715764168783,94.24902965880737,27629.986350884137,122370.01364911586,192132.60986838836,79762.59621927232,230371.26861336103,80371.26861336103,-80371.26861336103,231896.95061638206,460.74253722672205,97487.18782928598,483.1186471174626,102486.13744741719,614.3233829689627,129982.91710571463,16125.988802935271,487435.9391464299,353473.55879126437
261,21.75,22,9,2307.517454931025,489743.45660136093,8000,738.9715764168783,92.09995450294713,26983.114728970206,123016.8852710298,192871.58144480523,79854.69617377527,230751.7454931025,80751.7454931025,-80751.7454931025,231896.95061638206,461.50349098620495,97948.69132027218,483.1186471174626,102969.25609453465,615.3379879816066,130598.25509369624,16152.622184517175,489743.45660136093,354771.775373693
262,21.833333333333332,22,10,2311.328507613443,492054.7851089743,8000,738.9715764168783,89.94371576323402,26334.08686831656,123665.91313168344,193610.55302122212,79944.6398895385,231132.8507613443,81132.8507613443,-81132.8507613443,231896.95061638206,462.26570152268863,98410.95702179486,483.1186471174626,103452.37474165212,616.3542686969182,131214.60936239315,16179.299553294102,492054.7851089743,356069.0298073284
263,21.916666666666668,22,11,2315.1458545592127,494369.9309635336,8000,738.9715764168783,87.78028956105521,25682.895581460736,124317.10441853927,194349.52459763899,80032.42017909957,231514.58545592127,81514.58545592127,-81514.58545592127,231896.95061638206,463.0291709118426,98873.98619270671,483.1186471174626,103935.49338876958,617.3722278824567,131831.98159027562,16206.02098191449,494369.9309635336,357365.3168768447
264,22,22,12,2318.9695061638204,496688.9004696974,8000,738.9715764168783,85.60965193820246,25029.533656982057,124970.46634301794,195088.49617405588,80118.02983103777,231896.95061638206,81896.95061638206,-81896.95061638206,231896.95061638206,463.79390123276414,99337.78009393948,483.1186471174626,104418.61203588704,618.3918683103522,132450.37345858596,16232.786543146743,496688.9004696974,358660.6313462149
265,22.083333333333332,23,1,2322.7994728399235,499011.6999425373,8000,738.9715764168783,83.43177885660687,24373.993859421786,125626.00614057822,195827.46775047274,80201.46160989438,232279.94728399237,82279.94728399237,-82279.94728399237,236534.88962870973,464.55989456798477,99802.33998850746,492.7810200598119,104911.39305594686,619.413192757313,133069.78665134328,16259.596309879467,499011.6999425373,359964.6303315791
266,22.166666666666668,23,2,2326.6357650173763,501338.33570755465,8000,738.9715764168783,81.24664619807263,23716.26892920298,126283.73107079702,196566.43932688964,80282.70825609245,232663.57650173767,82663.57650173767,-82663.57650173767,236534.88962870973,465.3271530034753,100267.66714151093,492.7810200598119,105404.17407600666,620.4362040046337,133690.2228553479,16286.450355121638,501338.33570755465,361267.6461823419
267,22.25,23,3,2330.4783931432576,503668.8141006979,8000,738.9715764168783,79.05422976400993,23056.35158255011,126943.64841744989,197305.4109033065,80361.76248585645,233047.83931432577,83047.83931432577,-83047.83931432577,236534.88962870973,466.0956786286515,100733.76282013959,492.7810200598119,105896.95509606648,621.460904838202,134311.6837601861,16313.348752002805,503668.8141006979,362569.67359992565
268,22.333333333333332,23,4,2334.327367681902,506003.1414683798,8000,738.9715764168783,76.85450527516703,22394.2345114084,127605.7654885916,198044.38247972337,80438.61699113162,233432.7367681902,83432.7367681902,-83432.7367681902,236534.88962870973,466.8654735363804,101200.62829367597,492.7810200598119,106389.73611612628,622.4872980485072,134934.1710582346,16340.291573773313,506003.1414683798,363870.7072647516
269,22.416666666666668,23,5,2338.1826991149264,508341.3241674948,8000,738.9715764168783,74.64744837136134,21729.91038336288,128270.08961663712,198783.35405614026,80513.264439503,233818.26991149265,83818.26991149265,-83818.26991149265,236534.88962870973,467.6365398229853,101668.26483349895,492.7810200598119,106882.5171361861,623.515386430647,135557.68644466528,16367.278893804485,508341.3241674948,365170.7418361652
270,22.5,23,6,2342.0443979412576,510683.36856543605,8000,738.9715764168783,72.4330346112096,21063.37184155721,128936.62815844279,199522.32563255713,80585.6974741142,234204.43979412576,84204.43979412576,-84204.43979412576,236534.88962870973,468.4088795882515,102136.6737130872,492.7810200598119,107375.29815624592,624.5451727843354,136182.2316174496,16394.310785588805,510683.36856543605,366469.77195236
271,22.583333333333332,23,7,2345.9124746771645,513029.2810401132,8000,738.9715764168783,70.21123947185737,20394.61150461219,129605.38849538782,200261.29720897402,80655.90871358606,234591.24746771643,84591.24746771643,-84591.24746771643,236534.88962870973,469.1824949354329,102605.85620802264,492.7810200598119,107868.07917630572,625.5766599139105,136807.8082773635,16421.38732274015,513029.2810401132,367767.79223030165
272,22.666666666666668,23,8,2349.7869398562825,515379.0679799695,8000,738.9715764168783,67.9820383487073,19723.621966544015,130276.37803345599,201000.2687853909,80723.89075193476,234978.69398562826,84978.69398562826,-84978.69398562826,236534.88962870973,469.9573879712565,103075.8135959939,492.7810200598119,108360.86019636554,626.609850628342,137434.41812799187,16448.508578993977,515379.0679799695,369064.79726565175
273,22.75,23,9,2353.667804029645,517732.7357839991,8000,738.9715764168783,65.74540655514672,19050.39579668228,130949.60420331772,201739.24036180778,80789.63615848991,235366.7804029645,85366.7804029645,-85366.7804029645,236534.88962870973,470.733560805929,103546.54715679982,492.7810200598119,108853.64121642534,627.6447477412387,138062.0628757331,16475.674628207515,517732.7357839991,370360.78163269116
274,22.833333333333332,23,10,2357.555077765712,520090.2908617648,8000,738.9715764168783,63.50131932227428,18374.925539587675,131625.07446041232,202478.21193822465,80853.13747781218,235755.5077765712,85755.5077765712,-85755.5077765712,236534.88962870973,471.5110155531424,104018.05817235296,492.7810200598119,109346.42223648516,628.6813540708565,138690.74422980397,16502.885544359986,520090.2908617648,371655.73988424306
275,22.916666666666668,23,11,2361.448771650397,522451.73963341524,8000,738.9715764168783,61.24975179862559,17697.203714969422,132302.79628503058,203217.18351464154,80914.3872296108,236144.8771650397,86144.87716503971,-86144.87716503971,236534.88962870973,472.2897543300794,104490.34792668304,492.7810200598119,109839.20325654498,629.7196724401059,139320.46390224405,16530.14140155278,522451.73963341524,372949.6665515959
276,23,23,12,2365.3488962870974,524817.0885297023,8000,738.9715764168783,58.99067904989808,17017.22281760244,132982.77718239755,203956.1550910584,80973.37790866071,236534.88962870973,86534.88962870973,-86534.88962870973,236534.88962870973,473.06977925741944,104963.41770594046,492.7810200598119,110331.98427660478,630.7597056765593,139951.2236079206,16557.44227400968,524817.0885297023,374242.5561444265
277,23.083333333333332,24,1,2369.2554622967223,527186.343991999,8000,738.9715764168783,56.724076058674804,16334.975317244238,133665.02468275576,204695.1266674753,81030.10198471938,236925.54622967224,86925.54622967224,-86925.54622967224,241265.5874212839,473.8510924593445,105437.2687983998,502.6366404610082,110834.6209170658,631.8014566124593,140583.02506453308,16584.788236077056,527186.343991999,375544.2587711229
278,23.166666666666668,24,2,2373.168480317724,529559.5124723167,8000,738.9715764168783,54.44991772414746,15650.453658551507,134349.5463414485,205434.09824389216,81084.55190244353,237316.8480317724,87316.84803177239,-87316.84803177239,241265.5874212839,474.6336960635448,105911.90249446336,502.6366404610082,111337.2575575268,632.8449280847263,141215.8699926178,16612.17936222407,529559.5124723167,376844.9132775032
279,23.25,24,3,2377.087961006123,531936.6004333228,8000,738.9715764168783,52.16817886183836,14963.650260996468,135036.34973900352,206173.06982030906,81136.72008130536,237708.7961006123,87708.7961006123,-87708.7961006123,241265.5874212839,475.4175922012246,106387.32008666458,502.6366404610082,111839.89419798781,633.8901229349661,141849.76011555278,16639.61572704286,531936.6004333228,378144.5141079411
280,23.333333333333332,24,4,2381.0139150355403,534317.6143483585,8000,738.9715764168783,49.87883420332157,14274.557518782913,135725.4424812171,206912.04139672592,81186.59891550869,238101.39150355404,88101.39150355404,-88101.39150355404,241265.5874212839,476.20278300710805,106863.52286967168,502.6366404610082,112342.53083844882,634.9370440094774,142484.69715956226,16667.097405248784,534317.6143483585,379443.0556848862
281,23.416666666666668,24,5,2384.946353097225,536702.5607014557,8000,738.9715764168783,47.581858395943044,13583.167800761978,136416.832199238,207651.0129731428,81234.18077390463,238494.63530972248,88494.63530972248,-88494.63530972248,241265.5874212839,476.98927061944494,107340.51214029113,502.6366404610082,112845.16747890982,635.9856941592599,143120.68285372152,16694.624471680574,536702.5607014557,380740.5324087852
282,23.5,24,6,2388.885285900083,539091.4459873558,8000,738.9715764168783,45.277226002539926,12889.47345034764,137110.52654965236,208389.98454955968,81279.45799990717,238888.5285900083,88888.5285900083,-88888.5285900083,241265.5874212839,477.7770571800166,107818.28919747115,502.6366404610082,113347.80411937083,637.0360762400221,143757.71892996153,16722.19700130058,539091.4459873558,382036.93865800294
283,23.583333333333332,24,7,2392.8307241707075,541484.2767115264,8000,738.9715764168783,42.9649115011588,12193.46678543192,137806.53321456807,209128.95612597655,81322.42291140833,239283.07241707074,89283.07241707074,-89283.07241707074,241265.5874212839,478.5661448341415,108296.8553423053,502.6366404610082,113850.44075983184,638.0881931121887,144395.80712307373,16749.815069194952,541484.2767115264,383332.2687887434
284,23.666666666666668,24,8,2396.7826786534083,543881.0593901798,8000,738.9715764168783,40.644889284773065,11495.140098299815,138504.85990170017,209867.92770239344,81363.0678006931,239678.2678653408,89678.26786534081,-89678.26786534081,241265.5874212839,479.3565357306816,108776.21187803597,502.6366404610082,114353.07740029285,639.1420476409088,145034.94917071462,16777.478750573857,543881.0593901798,384626.5171349696
285,23.75,24,9,2400.741160110238,546281.8005502902,8000,738.9715764168783,38.31713366099938,10794.485655543936,139205.51434445608,210606.8992788103,81401.38493435411,240074.1160110238,90074.11601102381,-90074.11601102381,241265.5874212839,480.14823202204764,109256.36011005801,502.6366404610082,114855.71404075385,640.1976426960636,145675.14681341068,16805.18812077167,546281.8005502902,385919.6780083245
286,23.833333333333332,24,10,2404.7061793210264,548686.5067296111,8000,738.9715764168783,35.981618851813124,10091.495697978871,139908.50430202112,211345.8708552272,81437.36655320591,240470.61793210264,90470.61793210264,-90470.61793210264,241265.5874212839,480.9412358642053,109737.30134592223,502.6366404610082,115358.35068121487,641.2549811522738,146316.40179456296,16832.943255247184,548686.5067296111,387211.74569805054
287,23.916666666666668,24,11,2408.677747083405,551095.1844766946,8000,738.9715764168783,33.63831899326291,9386.162440555256,140613.83755944474,212084.84243164407,81471.00487219918,240867.7747083405,90867.7747083405,-90867.7747083405,241265.5874212839,481.735549416681,110219.03689533891,502.6366404610082,115860.98732167587,642.314065888908,146958.71586045186,16860.744229583837,551095.1844766946,388502.71447090915
288,24,24,12,2412.655874212839,553507.8403509074,8000,738.9715764168783,31.287208135184187,8678.478072273561,141321.52192772643,212823.81400806096,81502.29208033436,241265.5874212839,91265.58742128391,-91265.58742128391,241265.5874212839,482.53117484256785,110701.56807018147,502.6366404610082,116363.62396213689,643.3748997900905,147602.09076024196,16888.591119489876,553507.8403509074,389792.5785711006
289,24.083333333333332,25,1,2416.6405715426567,555924.48092245,8000,738.9715764168783,28.92826024091187,7968.434756097594,142031.5652439024,213562.78558447782,81531.22034057528,241664.05715426567,91664.05715426567,-91664.05715426567,246090.8991697096,483.3281143085313,111184.89618449,512.6893732702283,116876.3133354071,644.4374857447085,148246.52824598667,16916.484000798595,555924.48092245,391091.384952992
290,24.166666666666668,25,2,2420.631849924079,558345.1127723741,8000,738.9715764168783,26.561449186991982,7256.024628867707,142743.97537113228,214301.75716089472,81557.78178976227,242063.18499240786,92063.18499240786,-92063.18499240786,246090.8991697096,484.1263699848157,111669.02255447482,512.6893732702283,117389.00270867733,645.501826646421,148892.0300726331,16944.42294946855,558345.1127723741,392389.0750826082
291,24.25,25,3,2424.6297202262454,560769.7424926003,8000,738.9715764168783,24.18674876289236,6541.239801213721,143458.76019878627,215040.72873731158,81581.96853852517,242462.97202262454,92462.97202262454,-92462.97202262454,246090.8991697096,484.9259440452491,112153.94849852007,512.6893732702283,117901.69208194756,646.5679253936654,149538.59799802676,16972.40804158372,560769.7424926003,393685.6431359787
292,24.333333333333332,25,4,2428.634193336251,563198.3766859366,8000,738.9715764168783,21.804132670712406,5824.072357467555,144175.92764253245,215779.70031372845,81603.77267119587,242863.41933362512,92863.41933362512,-92863.41933362512,246090.8991697096,485.7268386672502,112639.67533718732,512.6893732702283,118414.3814552178,647.635784889667,150186.23378291642,17000.43935335376,563198.3766859366,394981.083266246
293,24.416666666666668,25,5,2432.6452801591695,565631.0219660958,8000,738.9715764168783,19.41357452489185,5104.5143555755685,144895.48564442442,216518.67189014534,81623.18624572076,243264.52801591693,93264.52801591693,-93264.52801591693,246090.8991697096,486.5290560318339,113126.20439321916,512.6893732702283,118927.07082848802,648.7054080424451,150834.93919095886,17028.516961114186,565631.0219660958,396275.3896035841
294,24.5,25,6,2436.6629916180846,568067.6849577138,8000,738.9715764168783,17.015047851918563,4382.557827010609,145617.4421729894,217257.6434665622,81640.20129357268,243666.29916180845,93666.29916180845,-93666.29916180845,246090.8991697096,487.3325983236169,113613.53699154277,512.6893732702283,119439.76020175825,649.7767977648225,151484.7159887237,17056.64094132659,568067.6849577138,397568.55625511555
295,24.583333333333332,25,7,2440.687338654122,570508.372296368,8000,738.9715764168783,14.608526090035364,3658.194776683766,146341.80522331625,217996.6150429791,81654.80981966271,244068.73386541218,94068.73386541218,-94068.73386541218,246090.8991697096,488.13746773082437,114101.67445927359,512.6893732702283,119952.44957502848,650.8499569744325,152135.56594569812,17084.811370578853,570508.372296368,398860.5773048296
296,24.666666666666668,25,8,2444.7183322264764,572953.0906285944,8000,738.9715764168783,12.193982588945888,2931.4171828558337,147068.58281714417,218735.58661939597,81667.00380225167,244471.83322264763,94471.83322264763,-94471.83322264763,246090.8991697096,488.94366644529526,114590.61812571889,512.6893732702283,120465.13894829871,651.924888593727,152787.49083429185,17113.028325585336,572953.0906285944,400151.4468134988
297,24.75,25,9,2448.755983312443,575401.8466119069,8000,738.9715764168783,9.771390609519447,2202.216997048475,147797.78300295153,219474.55819581286,81676.77519286118,244875.59833124428,94875.59833124428,-94875.59833124428,246090.8991697096,489.7511966624886,115080.36932238138,512.6893732702283,120977.82832156893,653.0015955499848,153440.49242984183,17141.2918831871,575401.8466119069,401441.15881859616
298,24.833333333333332,25,10,2452.800302907447,577854.6469148144,8000,738.9715764168783,7.340723323494918,1470.5861439550918,148529.4138560449,220213.52977222973,81684.11591618467,245280.0302907447,95280.0302907447,-95280.0302907447,246090.8991697096,490.56006058148944,115570.92938296287,512.6893732702283,121490.51769483916,654.0800807753192,154094.57251061714,17169.60212035213,577854.6469148144,402729.70733421127
