month_number,years,year_number,month_in_year,monthly_rent,cumulative_rent,cumulative_buying_costs,monthly_payment,monthly_interest,cumulative_principal_remaining,cumulative_equity,cumulative_payment,cumulative_interest,house_value,cumulative_appreciation,cumulative_depreceation,house_value_yearly,monthly_utilities,cumulative_utilities,monthly_property_tax,cumulative_property_tax,monthly_maintenance,cumulative_maintenance,cumulative_selling_costs,cumulative_rent_cost,cumulative_home_cost
77,6.416666666666667,7,5,1703.239398869317,123260.69871560099,8000,738.9715764168783,388.3054804259523,116140.97803179476,33859.02196820524,56900.81138409963,33041.78941589401,170323.9398869317,20323.93988693171,-20323.93988693171,172302.85014739202,340.6478797738634,24652.139743120195,358.96427114040006,25923.384039942,454.19717303181784,32869.5196574936,11922.675792085218,123260.69871560099,116085.56876160331
78,6.5,7,6,1706.0524372131833,124966.75115281416,8000,738.9715764168783,387.1365934393159,115789.14304881719,34210.85695118281,57639.78296051651,33428.92600933332,170605.24372131831,20605.243721318315,-20605.243721318315,172302.85014739202,341.21048744263663,24993.35023056283,358.96427114040006,26282.3483110824,454.9473165901822,33324.46697408378,11942.36706049228,124966.75115281416,117366.2148642363
79,6.583333333333333,7,7,1708.8701215185797,126675.62127433275,8000,738.9715764168783,385.963810162724,115436.13528256303,34563.86471743697,58378.75453693338,33814.88981949605,170887.01215185795,20887.012151857954,-20887.012151857954,172302.85014739202,341.7740243037159,25335.12425486655,358.96427114040006,26641.312582222803,455.69869907162126,33780.165673155396,11962.090850630058,126675.62127433275,118646.5710285129
80,6.666666666666667,7,8,1711.6924594586899,128387.31373379144,8000,738.9715764168783,384.78711760854344,115081.9508237547,34918.0491762453,59117.72611335026,34199.67693710459,171169.24594586898,21169.245945868985,-21169.245945868985,172302.85014739202,342.338491891738,25677.462746758287,358.96427114040006,27000.2768533632,456.45132252231735,34236.616995677716,11981.847216210828,128387.31373379144,119926.63480324564
81,6.75,7,9,1714.5194587193696,130101.8331925108,8000,738.9715764168783,383.606502745849,114726.58575008367,35273.41424991633,59856.69768976714,34583.28343985044,171451.94587193694,21451.945871936943,-21451.945871936943,172302.85014739202,342.9038917438739,26020.36663850216,358.96427114040006,27359.241124503602,457.20518899183185,34693.822184669545,12001.636211035588,130101.8331925108,121206.40372662441
82,6.833333333333333,7,10,1717.3511269991686,131819.18431950998,8000,738.9715764168783,382.4219525002789,114370.03612616708,35629.96387383292,60595.66926618402,34965.70539235072,171735.11269991688,21735.112699916877,-21735.112699916877,172302.85014739202,343.47022539983374,26363.836863901994,358.96427114040006,27718.205395644003,457.96030053311165,35151.78248520266,12021.457888994182,131819.18431950998,122485.8753261767
83,6.916666666666667,7,11,1720.1874720093522,133539.3717915193,8000,738.9715764168783,381.2334537538903,114012.29800350408,35987.70199649592,61334.6408426009,35346.93884610461,172018.7472009352,22018.747200935206,-22018.747200935206,172302.85014739202,344.03749440187045,26707.874358303867,358.96427114040006,28077.1696667844,458.71665920249393,35610.499144405156,12041.312304065465,133539.3717915193,123765.04711872831
84,7,7,12,1723.02850147392,135262.40029299323,8000,738.9715764168783,380.04099334501365,113653.36742043222,36346.632579567784,62073.61241901778,35726.979839449625,172302.85014739202,22302.85014739202,-22302.85014739202,172302.85014739202,344.605700294784,27052.48005859865,358.96427114040006,28436.133937924802,459.474267059712,36069.97341146487,12061.19951031744,135262.40029299323,125043.91661036338
85,7.083333333333333,8,1,1725.8742231296299,136988.27451612288,8000,738.9715764168783,378.8445580681074,113293.24040208345,36706.75959791655,62812.58399543465,36105.82439751773,172587.422312963,22587.422312962997,-22587.422312962997,175748.90715033986,345.17484462592597,27397.654903224575,366.143556563208,28802.27749448801,460.23312616790133,36530.20653763277,12081.11956190741,136988.27451612288,126329.6605818075
86,7.166666666666667,8,2,1728.724644726017,138716.99916084888,8000,738.9715764168783,377.6441346736115,112931.91296034018,37068.08703965982,63551.55557185153,36483.46853219134,172872.4644726017,22872.464472601714,-22872.464472601714,175748.90715033986,345.7449289452034,27743.39983216978,366.143556563208,29168.421051051217,460.99323859360453,36991.19977622637,12101.072513082121,138716.99916084888,127615.09723211912
87,7.25,8,3,1731.579774025415,140448.5789348743,8000,738.9715764168783,376.4397098678006,112569.3810937911,37430.618906208896,64290.52714826841,36859.908242059144,173157.9774025415,23157.977402541495,-23157.977402541495,175748.90715033986,346.315954805083,28089.715786974863,366.143556563208,29534.564607614426,461.7546064067773,37452.95438263315,12121.058418177905,140448.5789348743,128900.22403491798
88,7.333333333333333,8,4,1734.4396188029784,142183.01855367728,8000,738.9715764168783,375.23127031263704,112205.64078768686,37794.35921231314,65029.49872468529,37235.13951237178,173443.96188029784,23443.961880297837,-23443.961880297837,175748.90715033986,346.8879237605957,28436.603710735457,366.143556563208,29900.708164177635,462.5172316807943,37915.471614313945,12141.077331620849,142183.01855367728,130185.03845292183
89,7.416666666666667,8,5,1737.3041868467033,143920.322740524,8000,738.9715764168783,374.01880262562287,111840.6880138956,38159.311986104396,65768.47030110216,37609.1583149974,173730.41868467032,23730.418684670323,-23730.418684670323,175748.90715033986,347.46083736934065,28784.064548104798,366.143556563208,30266.85172074084,463.2811164924542,38378.752730806395,12161.129307926924,143920.322740524,131469.53793790605
90,7.5,8,6,1740.1734859574467,145660.49622648142,8000,738.9715764168783,372.80229337965204,111474.51873085837,38525.48126914163,66507.44187751904,37981.960608377056,174017.34859574467,24017.34859574467,-24017.34859574467,175748.90715033986,348.03469719148933,29132.099245296286,366.143556563208,30632.99527730405,464.0462629219858,38842.798993728386,12181.214401702127,145660.49622648142,132753.71993066324
91,7.583333333333333,8,7,1743.0475239489513,147403.5437504304,8000,738.9715764168783,371.58172910286123,111107.12888354436,38892.871116455644,67246.41345393592,38353.542337479914,174304.75239489513,24304.752394895128,-24304.752394895128,175748.90715033986,348.60950478979026,29480.708750086076,366.143556563208,30999.13883386726,464.8126730530537,39307.611666781435,12201.332667642659,147403.5437504304,134037.5818609622
92,7.666666666666667,8,8,1745.9263086478638,149149.47005907824,8000,738.9715764168783,370.3570962784812,110738.51440340596,39261.48559659404,67985.3850303528,38723.8994337584,174592.6308647864,24592.63086478639,-24592.63086478639,175748.90715033986,349.18526172957274,29829.89401181565,366.143556563208,31365.282390430468,465.58034897276366,39773.1920157542,12221.484160535047,149149.47005907824,135321.1211475074
93,7.75,8,9,1748.809847893757,150898.27990697202,8000,738.9715764168783,369.12838134468655,110368.67120833378,39631.32879166622,68724.35660676968,39093.02781510309,174880.9847893757,24880.98478937571,-24880.98478937571,175748.90715033986,349.7619695787514,30179.6559813944,366.143556563208,31731.425946993673,466.34929277166856,40239.54130852587,12241.6689352563,150898.27990697202,136604.33519789763
94,7.833333333333333,8,10,1751.6981495391524,152649.97805651117,8000,738.9715764168783,367.89557069444595,109997.59520261134,40002.40479738866,69463.32818318656,39460.92338579753,175169.81495391525,25169.81495391525,-25169.81495391525,175748.90715033986,350.3396299078305,30529.99561130223,366.143556563208,32097.569503556882,467.119506543774,40706.66081506964,12261.887046774067,152649.97805651117,137887.22140858512
95,7.916666666666667,8,11,1754.5912214495395,154404.5692779607,8000,738.9715764168783,366.6586506753711,109625.28227686982,40374.717723130176,70202.29975960344,39827.5820364729,175459.12214495393,25459.12214495393,-25459.12214495393,175748.90715033986,350.9182442899079,30880.913855592138,366.143556563208,32463.71306012009,467.8909923865438,41174.551807456184,12282.138550146776,154404.5692779607,139169.77716483414
96,8,8,12,1757.4890715033987,156162.0583494641,8000,738.9715764168783,365.4176075895661,109251.72830804251,40748.27169195749,70941.27133602032,40192.99964406247,175748.90715033986,25748.90715033986,-25748.90715033986,175748.90715033986,351.49781430067975,31232.41166989282,366.143556563208,32829.8566166833,468.6637524009063,41643.21555985709,12302.423500523792,156162.0583494641,140451.9998406796
97,8.083333333333334,9,1,1760.391707592223,157922.45005705633,8000,738.9715764168783,364.1724276934751,108876.9291593191,41123.0708406809,71680.2429124372,40557.172071755944,176039.1707592223,26039.170759222296,-26039.170759222296,179263.88529334666,352.0783415184446,31584.490011411264,373.4664276944722,33203.32304437777,469.4377886912594,42112.65334854835,12322.741953145562,157922.45005705633,141741.2096700166
98,8.166666666666666,9,2,1763.2991376205375,159685.74919467687,8000,738.9715764168783,362.9230971977304,108500.88068009996,41499.11931990004,72419.21448885408,40920.095168953674,176329.91376205374,26329.913762053737,-26329.913762053737,179263.88529334666,352.65982752410747,31937.149838935373,373.4664276944722,33576.78947207224,470.2131033654767,42582.866451913826,12343.093963343761,159685.74919467687,143030.08113316513
99,8.25,9,3,1766.2113695059234,161451.96056418278,8000,738.9715764168783,361.6696022669999,108123.57870595007,41876.42129404993,73158.18606527094,41281.764771220674,176621.13695059234,26621.136950592336,-26621.136950592336,179263.88529334666,353.24227390118466,32290.392112836555,373.4664276944722,33950.255899766715,470.9896985349129,43053.856150448744,12363.479586541464,161451.96056418278,144318.6115702218
100,8.333333333333334,9,4,1769.128411179038,163221.0889753618,8000,738.9715764168783,360.4119290198336,107745.01905855302,42254.98094144698,73897.15764168782,41642.1767002405,176912.8411179038,26912.841117903794,-26912.841117903794,179263.88529334666,353.8256822358076,32644.217795072364,373.4664276944722,34323.72232746119,471.7675763144102,43525.62372676315,12383.898878253265,163221.0889753618,145606.79830988665
101,8.416666666666666,9,5,1772.0502705836373,164993.13924594547,8000,738.9715764168783,359.1500635285101,107365.19754566465,42634.80245433535,74636.1292181047,42001.326763769015,177205.02705836372,27205.027058363718,-27205.027058363718,179263.88529334666,354.41005411672745,32998.62784918909,373.4664276944722,34697.18875515566,472.54673882230327,43998.170465585456,12404.351894085461,164993.13924594547,146894.63866942097
102,8.5,9,6,1774.976955676596,166768.11620162206,8000,738.9715764168783,357.8839918188822,106984.10996106664,43015.89003893336,75375.10079452158,42359.2107555879,177497.6955676596,27497.695567659597,-27497.695567659597,179263.88529334666,354.99539113531915,33353.623240324414,373.4664276944722,35070.65518285013,473.32718818042554,44471.49765376588,12424.838689736172,166768.11620162206,148182.1299546049
103,8.583333333333334,9,7,1777.9084744279305,168546.02467604997,8000,738.9715764168783,356.61369987022215,106601.75208451999,43398.24791548001,76114.07237093846,42715.82445545812,177790.84744279305,27790.84744279305,-27790.84744279305,179263.88529334666,355.5816948855861,33709.20493521,373.4664276944722,35444.1216105446,474.1089265141148,44945.60658027999,12445.359320995514,168546.02467604997,149469.26945969518
104,8.666666666666666,9,8,1780.844834820821,170326.8695108708,8000,738.9715764168783,355.33917361506667,106218.11968171818,43781.88031828182,76853.04394735534,43071.163629073184,178084.4834820821,28084.483482082112,-28084.483482082112,179263.88529334666,356.1689669641642,34065.373902174164,373.4664276944722,35817.588038239075,474.89195595221895,45420.49853623221,12465.913843745748,170326.8695108708,150756.05446738226
105,8.75,9,9,1783.7860448516321,172110.65555572245,8000,738.9715764168783,354.06039893906063,105833.20850424036,44166.79149575964,77592.01552377222,43425.22402801225,178378.6044851632,28378.604485163203,-28378.604485163203,179263.88529334666,356.7572089703264,34422.13111114449,373.4664276944722,36191.05446593355,475.6762786271019,45896.17481485932,12486.502313961424,172110.65555572245,152042.48224874784
106,8.833333333333334,9,10,1786.7321125299352,173897.38766825237,8000,738.9715764168783,352.7773616808012,105447.01428950428,44552.98571049572,78330.9871001891,43778.00138969305,178673.21125299353,28673.211252993526,-28673.211252993526,179263.88529334666,357.34642250598705,34779.477533650475,373.4664276944722,36564.52089362802,476.4618966746494,46372.63671153397,12507.124787709548,173897.38766825237,153328.5500632215
107,8.916666666666666,9,11,1789.68304587853,175687.0707141309,8000,738.9715764168783,351.49004763168097,105059.53276071908,44940.467239280915,79069.95867660598,44129.49143732473,178968.304587853,28968.304587852996,-28968.304587852996,179263.88529334666,357.936609175706,35137.41414282618,373.4664276944722,36937.98732132249,477.2488122342747,46849.885523768244,12527.78132114971,175687.0707141309,154614.25515853835
108,9,9,12,1792.6388529334665,177479.70956706436,8000,738.9715764168783,350.1984425357303,104670.75962683794,45329.24037316206,79808.93025302286,44479.68987986046,179263.88529334666,29263.885293346655,-29263.885293346655,179263.88529334666,358.5277705866933,35495.94191341288,373.4664276944722,37311.45374901697,478.03702744892445,47327.92255121716,12548.471970534267,177479.70956706436,155899.59477069508
109,9.083333333333334,10,1,1795.5995417440672,179275.30910880843,8000,738.9715764168783,348.90253208945984,104280.69058251052,45719.30941748948,80547.90182943974,44828.59241194992,179559.9541744067,29559.95417440671,-29559.95417440671,182849.1629992136,359.11990834881345,35855.06182176169,380.93575624836166,37692.389505265324,478.82654446508457,47806.74909568225,12569.196792208468,179275.30910880843,157192.03545246093
110,9.166666666666666,10,2,1798.565120372948,181073.87422918138,8000,738.9715764168783,347.60230194170174,103889.32130803535,46110.678691964655,81286.87340585662,45176.19471389162,179856.5120372948,29856.5120372948,-29856.5120372948,182849.1629992136,359.7130240745896,36214.77484583628,380.93575624836166,38073.32526151369,479.6173654327862,48286.36646111504,12589.955842610634,181073.87422918138,158484.10508767248
111,9.25,10,3,1801.5355968960419,182875.40982607743,8000,738.9715764168783,346.29773769345115,103496.64746931192,46503.35253068808,82025.84498227348,45522.49245158507,180153.55968960418,30153.559689604182,-30153.559689604182,182849.1629992136,360.30711937920836,36575.08196521548,380.93575624836166,38454.26101776205,480.4094925056112,48766.77595362065,12610.749178272292,182875.40982607743,159775.80087685137
112,9.333333333333334,10,4,1804.5109794026191,184679.92080548004,8000,738.9715764168783,344.9888248977064,103102.66471779275,46897.33528220725,82764.81655869036,45867.48127648278,180451.0979402619,30451.097940261912,-30451.097940261912,182849.1629992136,360.90219588052383,36935.98416109601,380.93575624836166,38835.19677401041,481.20292784069846,49247.97888146134,12631.576855818334,184679.92080548004,161067.12000860696
113,9.416666666666666,10,5,1807.4912759953102,186487.41208147534,8000,738.9715764168783,343.6755490593092,102707.36869043518,47292.63130956482,83503.78813510724,46211.156825542086,180749.127599531,30749.127599531,-30749.127599531,182849.1629992136,361.49825519906204,37297.48241629507,380.93575624836166,39216.13253025877,481.9976735987494,49729.97655506009,12652.438931967168,186487.41208147534,162358.0596595922
114,9.5,10,6,1810.4764947901276,188297.88857626548,8000,738.9715764168783,342.357895634784,102310.75500965308,47689.244990346924,84242.75971152412,46553.51472117687,181047.64947901276,31047.64947901276,-31047.64947901276,182849.1629992136,362.0952989580255,37659.577715253094,380.93575624836166,39597.068286507136,482.79373194403405,50212.77028700413,12673.335463530893,188297.88857626548,163648.61699445936
115,9.583333333333334,10,7,1813.4666439164891,190111.35522018198,8000,738.9715764168783,341.03585003217694,101912.81928326837,48087.18071673163,84981.731287941,46894.55057120905,181346.66439164893,31346.664391648927,-31346.664391648927,182849.1629992136,362.69332878329783,38022.271044036395,380.93575624836166,39978.0040427555,483.5911050443971,50696.36139204853,12694.266507415425,190111.35522018198,164938.78916581598
116,9.666666666666666,10,8,1816.4617315172375,191927.8169516992,8000,738.9715764168783,339.7093976108946,101513.55710446238,48486.44289553762,85720.70286435788,47234.25996881994,181646.17315172375,31646.17315172375,-31646.17315172375,182849.1629992136,363.2923463034475,38385.56339033984,380.93575624836166,40358.939799003856,484.38979507126334,51180.75118711979,12715.232120620662,191927.8169516992,166228.57331418036
117,9.75,10,9,1819.461765748665,193747.2787174479,8000,738.9715764168783,338.3785236815413,101112.96405172705,48887.035948272955,86459.67444077476,47572.638492501486,181946.1765748665,31946.17657486649,-31946.17657486649,182849.1629992136,363.89235314973297,38749.455743489576,380.93575624836166,40739.87555525222,485.18980419964396,51665.94099131943,12736.232360240654,193747.2787174479,167517.96656793688
118,9.833333333333334,10,10,1822.466754780534,195569.74547222842,8000,738.9715764168783,337.04321350575685,100711.03568881593,49288.96431118407,87198.64601719164,47909.68170600724,182246.67547805342,32246.675478053425,-32246.675478053425,182849.1629992136,364.49335095610684,39113.949094445685,380.93575624836166,41120.81131150058,485.99113460814243,52151.932125927575,12757.26728346374,195569.74547222842,168806.96604329138
119,9.916666666666666,10,11,1825.4767067961006,197395.2221790245,8000,738.9715764168783,335.7034522960531,100307.76756469511,49692.23243530489,87937.61759360852,48245.385158303296,182547.67067961008,32547.670679610077,-32547.670679610077,182849.1629992136,365.09534135922013,39479.0444358049,380.93575624836166,41501.74706774894,486.7937884789602,52638.72591440654,12778.336947572707,197395.2221790245,170095.5688442263
120,10,10,12,1828.491629992136,199223.71380901666,8000,738.9715764168783,334.3592252156504,99903.15521349388,50096.84478650612,88676.5891700254,48579.74438351895,182849.1629992136,32849.162999213586,-32849.162999213586,182849.1629992136,365.6983259984272,39844.742761803325,380.93575624836166,41882.682823997304,487.5977679979029,53126.323682404436,12799.44140994495,199223.71380901666,171383.7720624554
121,10.083333333333334,11,1,1831.5115325789486,201055.2253415956,8000,738.9715764168783,333.01051737831295,99497.19415445531,50502.80584554469,89415.56074644228,48912.75490089726,183151.15325789485,33151.15325789485,-33151.15325789485,186506.14625919788,366.3023065157897,40211.045068319116,388.5544713733289,42271.237295370636,488.4030753543863,53614.72675775883,12820.58072805264,201055.2253415956,172679.19149250363
122,10.166666666666666,11,2,1834.5364227804073,202889.761764376,8000,738.9715764168783,331.6573138481844,99089.87989188662,50910.12010811338,90154.53232285916,49244.41221474544,183453.64227804073,33453.64227804073,-33453.64227804073,186506.14625919788,366.90728455608144,40577.9523528752,388.5544713733289,42659.79176674396,489.20971274144193,54103.936470500266,12841.75495946285,202889.761764376,173974.20548628698
123,10.25,11,3,1837.5663088339627,204727.32807320997,8000,738.9715764168783,330.2995996396221,98681.20791510936,51318.792084890636,90893.50389927602,49574.71181438507,183756.63088339628,33756.63088339628,-33756.63088339628,186506.14625919788,367.51326176679254,40945.465614641995,388.5544713733289,43048.346238117294,490.0176823557234,54593.95415285599,12862.964161837739,204727.32807320997,175268.8110984418
124,10.333333333333334,11,4,1840.6011989906715,206567.92927220062,8000,738.9715764168783,328.93735971703126,98271.17369840952,51728.82630159048,91632.4754756929,49903.649174102095,184060.11989906715,34060.119899067155,-34060.119899067155,186506.14625919788,368.1202397981343,41313.58585444013,388.5544713733289,43436.90070949062,490.8269863975124,55084.7811392535,12884.2083929347,206567.92927220062,176563.00537115388
125,10.416666666666666,11,5,1843.6411015152162,208411.57037371586,8000,738.9715764168783,327.5705789946984,97859.77270098733,52140.227299012666,92371.44705210978,50231.2197530968,184364.1101515216,34364.1101515216,-34364.1101515216,186506.14625919788,368.7282203030432,41682.31407474317,388.5544713733289,43825.45518086395,491.6376270707243,55576.41876632423,12905.487710606512,208411.57037371586,177856.78533411305
126,10.5,11,6,1846.6860246859305,210258.25639840178,8000,738.9715764168783,326.1992423366245,97447.00036690707,52552.99963309293,93110.41862852666,50557.41899543342,184668.60246859305,34668.602468593046,-34668.602468593046,186506.14625919788,369.3372049371861,42051.65127968036,388.5544713733289,44214.00965223728,492.4496065829148,56068.86837290714,12926.802172801514,210258.25639840178,179150.14800446667
127,10.583333333333334,11,7,1849.735976794819,212107.9923751966,8000,738.9715764168783,324.82333455635694,97032.85212504656,52967.14787495344,93849.39020494354,50882.24232998978,184973.5976794819,34973.5976794819,-34973.5976794819,186506.14625919788,369.9471953589638,42421.59847503932,388.5544713733289,44602.56412361061,493.26292714528506,56562.131300052424,12948.151837563733,212107.9923751966,180443.09038677398
128,10.666666666666666,11,8,1852.7909661475824,213960.78334134418,8000,738.9715764168783,323.44284041682187,96617.3233890465,53382.676610953495,94588.36178136042,51205.6851704066,185279.09661475822,35279.09661475822,-35279.09661475822,186506.14625919788,370.55819322951646,42792.156668268835,388.5544713733289,44991.118594983935,494.0775909726886,57056.20889102512,12969.536763033075,213960.78334134418,181735.60947295936
129,10.75,11,9,1855.851001063638,215816.6343424078,8000,738.9715764168783,322.057744630155,96200.40955725979,53799.59044274021,95327.3333577773,51527.74291503675,185585.1001063638,35585.100106363796,-35585.100106363796,186506.14625919788,371.1702002127276,43163.32686848156,388.5544713733289,45379.67306635727,494.89360028363683,57551.10249130875,12990.957007445464,215816.6343424078,183027.702242266
130,10.833333333333334,11,10,1858.916089876145,217675.55043228396,8000,738.9715764168783,320.66803185753264,95782.10601270045,54217.893987299554,96066.30493419418,51848.410946894284,185891.60898761448,35891.60898761448,-35891.60898761448,186506.14625919788,371.783217975229,43535.11008645679,388.5544713733289,45768.22753773059,495.7109573003053,58046.81344860906,13012.412629133014,217675.55043228396,184319.36566120925
131,10.916666666666666,11,11,1861.9862409320228,219537.53667321597,8000,738.9715764168783,319.2736867090015,95362.40812299257,54637.591877007435,96805.27651061106,52167.68463360329,186198.6240932023,36198.62409320229,-36198.62409320229,186506.14625919788,372.39724818640457,43907.5073346432,388.5544713733289,46156.782009103925,496.5296642485394,58543.3431128576,13033.90368652416,219537.53667321597,185610.59668352988
132,11,11,12,1865.0614625919786,221402.59813580796,8000,738.9715764168783,317.87469374330857,94941.31124031899,55058.68875968101,97544.24808702794,52485.55932734659,186506.14625919788,36506.14625919788,-36506.14625919788,186506.14625919788,373.0122925183957,44280.51962716159,388.5544713733289,46545.33648047725,497.34972335786097,59040.69283621546,13055.43023814385,221402.59813580796,186901.39225014686
133,11.083333333333334,12,1,1868.1417632305277,223270.73989903848,8000,738.9715764168783,316.47103746772996,94518.81070136983,55481.18929863017,98283.21966344482,52802.03036481432,186814.17632305276,36814.17632305276,-36814.17632305276,190236.26918438182,373.6283526461055,44654.1479798077,396.3255608007955,46941.66204127805,498.17113686147405,59538.863973076936,13076.992342613694,223270.73989903848,188199.52037853794
134,11.166666666666666,12,2,1871.2271512360153,225141.9670502745,8000,738.9715764168783,315.06270233789945,94094.90182729086,55905.09817270914,99022.19123986168,53117.09306715222,187122.71512360152,37122.71512360152,-37122.71512360152,190236.26918438182,374.24543024720305,45028.3934100549,396.3255608007955,47337.98760207884,498.9939069962707,60037.85788007321,13098.590058652107,225141.9670502745,189497.20689440976
135,11.25,12,3,1874.317635010642,227016.28468528515,8000,738.9715764168783,313.6496727576362,93669.57992363161,56330.42007636839,99761.16281627856,53430.74273990986,187431.7635010642,37431.76350106421,-37431.76350106421,190236.26918438182,374.8635270021284,45403.25693705703,396.3255608007955,47734.31316287964,499.8180360028379,60537.67591607604,13120.223445074495,227016.28468528515,190794.44869993287
136,11.333333333333334,12,4,1877.4132229704849,228893.69790825565,8000,738.9715764168783,312.23193307877204,93242.8402802935,56757.1597197065,100500.13439269544,53742.97467298863,187741.3222970485,37741.32229704849,-37741.32229704849,190236.26918438182,375.482644594097,45778.73958165113,396.3255608007955,48130.63872368043,500.64352612546264,61038.3194422015,13141.892560793394,228893.69790825565,192091.2426842666
137,11.416666666666666,12,5,1880.5139235455206,230774.21183180116,8000,738.9715764168783,310.80946760097834,92814.6781714776,57185.3218285224,101239.10596911232,54053.78414058961,188051.39235455205,38051.39235455205,-38051.39235455205,190236.26918438182,376.1027847091041,46154.84236636023,396.3255608007955,48526.964284481226,501.4703796121388,61539.78982181364,13163.597464818642,230774.21183180116,193387.5857235113
138,11.5,12,6,1883.619745179649,232657.8315769808,8000,738.9715764168783,309.38226057159204,92385.08885563232,57614.91114436768,101978.0775455292,54363.1664011612,188361.9745179649,38361.9745179649,-38361.9745179649,190236.26918438182,376.7239490359298,46531.56631539616,396.3255608007955,48923.28984528202,502.2985987145731,62042.08842052821,13185.338216257542,232657.8315769808,194683.47468066023
139,11.583333333333334,12,7,1886.7306963307153,234544.56227331152,8000,738.9715764168783,307.95029618544106,91954.06757540088,58045.932424599116,102717.04912194608,54671.116697346646,188673.06963307154,38673.069633071544,-38673.069633071544,190236.26918438182,377.34613926614304,46908.912454662306,396.3255608007955,49319.61540608282,503.12818568819074,62545.2166062164,13207.114874315008,234544.56227331152,195978.90640555165
140,11.666666666666666,12,8,1889.846785470534,236434.40905878207,8000,738.9715764168783,306.5135585846696,91521.60955756868,58478.39044243132,103456.02069836296,54977.63025593131,188984.6785470534,38984.678547053394,-38984.678547053394,190236.26918438182,377.96935709410684,47286.88181175641,396.3255608007955,49715.940966883616,503.9591427921424,63049.17574900855,13228.927498293739,236434.40905878207,197273.87773482024
141,11.75,12,9,1892.968021084911,238327.37707986697,8000,738.9715764168783,305.0720318585623,91087.71001301036,58912.289986989636,104194.99227477984,55282.70228778988,189296.8021084911,39296.8021084911,-39296.8021084911,190236.26918438182,378.5936042169822,47665.47541597339,396.3255608007955,50112.26652768441,504.7914722893096,63553.967221297855,13250.776147594377,238327.37707986697,198568.3854918488
142,11.833333333333334,12,10,1896.0944116736678,240223.47149154064,8000,738.9715764168783,303.6257000433679,90652.36413663685,59347.635863363146,104933.96385119672,55586.32798783325,189609.44116736678,39609.44116736678,-39609.44116736678,190236.26918438182,379.2188823347335,48044.694298308124,396.3255608007955,50508.59208848521,505.6251764463114,64059.59239774417,13272.660881715676,240223.47149154064,199862.42648671963
143,11.916666666666666,12,11,1899.2259657506634,242122.6974572913,8000,738.9715764168783,302.1745471221229,90215.5671073421,59784.432892657904,105672.9354276136,55888.50253495537,189922.59657506633,39922.59657506633,-39922.59657506633,190236.26918438182,379.8451931501327,48424.53949145826,396.3255608007955,50904.917649286,506.46025753351023,64566.05265527768,13294.581760254641,242122.6974572913,201155.9975161656
144,12,12,12,1902.3626918438183,244025.06014913513,8000,738.9715764168783,300.7185570244737,89777.3140879497,60222.68591205031,106411.90700403048,56189.22109197984,190236.26918438182,40236.26918438182,-40236.26918438182,190236.26918438182,380.47253836876365,48805.01202982703,396.3255608007955,51301.243210086795,507.2967178250182,65073.3493731027,13316.538842906728,244025.06014913513,202449.09536352128
145,12.083333333333334,13,1,1905.5045984951382,245930.56474763027,8000,738.9715764168783,299.25771362649897,89337.60022515932,60662.399774840684,107150.87858044736,56488.47880560634,190550.45984951383,40550.459849513834,-40550.459849513834,194040.9945680695,381.10091969902766,49186.112949526054,404.2520720168114,51705.495282103606,508.13455959870356,65581.4839327014,13338.532189465968,245930.56474763027,203749.64330988954
146,12.166666666666666,13,2,1908.6516942607357,247839.21644189098,8000,738.9715764168783,297.7920007505311,88896.42064949297,61103.57935050703,107889.85015686422,56786.27080635687,190865.16942607355,40865.16942607355,-40865.16942607355,194040.9945680695,381.73033885214716,49567.8432883782,404.2520720168114,52109.747354120416,508.97378513619617,66090.45771783759,13360.56185982515,247839.21644189098,205049.7116004447
147,12.25,13,3,1911.8039877108547,249751.02042960183,8000,738.9715764168783,296.3214021649766,88453.77047524106,61546.229524758935,108628.8217332811,57082.59220852185,191180.39877108549,41180.398771085485,-41180.398771085485,194040.9945680695,382.360797542171,49950.20408592037,404.2520720168114,52513.999426137234,509.8143967228946,66600.27211456049,13382.627913975983,249751.02042960183,206349.29697803047
148,12.333333333333334,13,4,1914.9614874298945,251665.98191703175,8000,738.9715764168783,294.8459015841369,88009.64480040832,61990.35519959168,109367.79330969798,57377.438110105984,191496.14874298946,41496.14874298946,-41496.14874298946,194040.9945680695,382.9922974859789,50333.19638340635,404.2520720168114,52918.251498154044,510.65639664797186,67110.92851120846,13404.730412009263,251665.98191703175,207648.39617189465
149,12.416666666666666,13,5,1918.1242020164311,253584.10611904817,8000,738.9715764168783,293.36548266802777,87564.03870665947,62435.96129334053,110106.76488611486,57670.80359277401,191812.4202016431,41812.42020164311,-41812.42020164311,194040.9945680695,383.6248404032862,50716.82122380963,404.2520720168114,53322.503570170855,511.4997872043817,67622.42829841285,13426.869414115017,253584.10611904817,208947.00589763926
150,12.5,13,6,1921.2921400832422,255505.3982591314,8000,738.9715764168783,291.8801290221983,87116.9472592648,62883.052740735206,110845.73646253174,57962.68372179621,192129.2140083242,42129.2140083242,-42129.2140083242,194040.9945680695,384.2584280166484,51101.07965182628,404.2520720168114,53726.755642187665,512.3445706888646,68134.77286910171,13449.044980582692,255505.3982591314,210245.12285717035
